id,2,,,,,,,,,
SMILES,O=C(NCCCCCCCCCCCCCC)c1ccccc1,,,,,,,,,
InChI,"InChI=1S/C21H35NO/c1-2-3-4-5-6-7-8-9-10-11-12-16-19-22-21(23)20-17-14-13-15-18-20/h13-15,17-18H,2-12,16,19H2,1H3,(H,22,23)",,,,,,,,,
InChIKey,DYWPNQDJXADTGO-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,N-tetradecylbenzamide,,,,,,,,,
PubChem ID,10245300,,,,,,,,,
ChemSpider ID,8420787,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.6,0.7,0.8,0.9,,,,,,
log k,1.904132711,1.441113247,1.024754878,0.6186134,,,,,,
,,,,,,,,,,
id,122,,,,,,,,,
Names,N-pentadecylbenzamide,N-Pentadecyl-benzamide,"Benzamide, N-pentadecyl-",,,,,,,
SMILES,CCCCCCCCCCCCCCCNC(=O)c1ccccc1,,,,,,,,,
InChI,"InChI=1S/C22H37NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-17-20-23-22(24)21-18-15-14-16-19-21/h14-16,18-19H,2-13,17,20H2,1H3,(H,23,24)",,,,,,,,,
InChIKey,WJJOQZFOABAOPA-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,,,,,,,,,,
PubChem ID,44398681,,,,,,,,,
ChemSpider ID,23257285,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.6,0.7,0.8,0.9,,,,,,
log k,2.105659033,1.621767004,1.178393469,0.7527231,,,,,,
,,,,,,,,,,
id,123,,,,,,,,,
Names,N-hexadecylbenzamide,"Benzamide, N-hexadecyl-",,,,,,,,
SMILES,CCCCCCCCCCCCCCCCNC(=O)c1ccccc1,,,,,,,,,
InChI,"InChI=1S/C23H39NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-18-21-24-23(25)22-19-16-15-17-20-22/h15-17,19-20H,2-14,18,21H2,1H3,(H,24,25)",,,,,,,,,
InChIKey,SYMHECFNEKMWIA-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,N-hexadecylbenzamide,,,,,,,,,
PubChem ID,3322719,,,,,,,,,
ChemSpider ID,2570202,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.7,0.8,0.9,,,,,,,
log k,1.802393158,1.336970031,0.878471333,,,,,,,
,,,,,,,,,,
id,124,,,,,,,,,
Names,Diethylacetamide,"N,N-Diethylacetamide","Acetamide, N,N-diethyl-",N-Acetyldiethylamine,,,,,,
SMILES,CCN(CC)C(=O)C,,,,,,,,,
InChI,"InChI=1S/C6H13NO/c1-4-7(5-2)6(3)8/h4-5H2,1-3H3",,,,,,,,,
InChIKey,AJFDBNQQDYLMJN-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,"N,N-Diethylacetamide",,,,,,,,,
PubChem ID,12703,,,,,,,,,
ChemSpider ID,12181,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.05,0.1,0.2,0.3,0.4,0.5,0.6,,,
log k,1.040409835,0.636938658,0.121218847,-0.193608492,-0.3757569,-0.525233562,-0.660486016,,,
,,,,,,,,,,
id,125,,,,,,,,,
Names,N-allyl-aniline,N-prop-2-enylaniline,N-Allylaniline,"Benzenamine, N-2-propenyl-",N-prop-2-en-1-ylaniline,,,,,
SMILES,C=CCNc1ccccc1,,,,,,,,,
InChI,"InChI=1S/C9H11N/c1-2-8-10-9-6-4-3-5-7-9/h2-7,10H,1,8H2",,,,,,,,,
InChIKey,LQFLWKPCQITJIH-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,N-prop-2-enylaniline,,,,,,,,,
PubChem ID,68525,,,,,,,,,
ChemSpider ID,61800,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.05,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
log k,1.043294245,0.783138041,0.534640298,0.396971682,0.291981867,0.187840845,0.071907744,-0.072687936,-0.246701431,-0.429899026
,,,,,,,,,,
id,126,,,,,,,,,
Names,"Naphthalene-1,3-diol","1,3-Naphthalenediol","1,3-Dihydroxynapthalene",Naphthoresorcinol,,,,,,
SMILES,c1ccc2c(c1)cc(cc2O)O,,,,,,,,,
InChI,"InChI=1S/C10H8O2/c11-8-5-7-3-1-2-4-9(7)10(12)6-8/h1-6,11-12H",,,,,,,,,
InChIKey,XOOMNEFVDUTJPP-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,"1,3-Naphthalenediol",,,,,,,,,
PubChem ID,8601,,,,,,,,,
ChemSpider ID,8282,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.05,0.1,0.2,0.3,0.4,0.5,0.6,,,
log k,2.082599833,1.71734605,1.06492473,0.52995425,0.159356301,-0.095591018,-0.35945602,,,
,,,,,,,,,,
id,127,,,,,,,,,
Names,7-amino-4-methylcoumarin,7-amino-4-methylchromen-2-one,Coumarin 120,7-Amino-4-methyl-2H-chromen-2-one,4-Methyl-7-aminocoumarin,,,,,
SMILES,Cc1cc(=O)oc2c1ccc(c2)N,,,,,,,,,
InChI,"InChI=1S/C10H9NO2/c1-6-4-10(12)13-9-5-7(11)2-3-8(6)9/h2-5H,11H2,1H3",,,,,,,,,
InChIKey,GLNDAGDHSLMOKX-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,7-amino-4-methylchromen-2-one,,,,,,,,,
PubChem ID,92249,,,,,,,,,
ChemSpider ID,83285,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.05,0.1,0.2,0.3,0.4,0.5,0.6,0.7,,
log k,1.735562309,1.266046825,0.645845258,0.237055362,-0.053115756,-0.273252964,-0.435176734,-0.608651861,,
,,,,,,,,,,
id,128,,,,,,,,,
Names,"1H-indole, 2-phenyl-",2-Phenyl-1H-indole,2-Phenylindole,"Indole, 2-phenyl-",,,,,,
SMILES,c1ccc(cc1)c2cc3ccccc3[nH]2,,,,,,,,,
InChI,"InChI=1S/C14H11N/c1-2-6-11(7-3-1)14-10-12-8-4-5-9-13(12)15-14/h1-10,15H",,,,,,,,,
InChIKey,KLLLJCACIRKBDT-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,2-Phenyl-1H-indole,,,,,,,,,
PubChem ID,13698,,,,,,,,,
ChemSpider ID,13105,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.3,0.4,0.5,0.6,0.7,0.8,,,,
log k,2.040071703,1.436200913,0.988009905,0.600538818,0.286055047,0.004673846,,,,
,,,,,,,,,,
id,129,,,,,,,,,
Names,"N-(2,2-diethoxyethyl)aniline",Anilinoacetaldehyde diethyl acetal,,,,,,,,
SMILES,CCOC(CNc1ccccc1)OCC,,,,,,,,,
InChI,"InChI=1S/C12H19NO2/c1-3-14-12(15-4-2)10-13-11-8-6-5-7-9-11/h5-9,12-13H,3-4,10H2,1-2H3",,,,,,,,,
InChIKey,DHGUGEBXVGPRRD-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,"N-(2,2-diethoxyethyl)aniline",,,,,,,,,
PubChem ID,519978,,,,,,,,,
ChemSpider ID,453557,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.2,0.3,0.4,0.5,0.6,0.7,0.8,,,
log k,1.69457246,1.304462219,0.960580284,0.678095115,0.411395992,0.170350113,-0.066988012,,,
,,,,,,,,,,
id,130,,,,,,,,,
Names,Tetrabutylammonium,tetrabutylazanium,Tretabutylammonium ion,"1-Butanaminium, N,N,N-tributyl-",,,,,,
SMILES,CCCC[N+](CCCC)(CCCC)CCCC,,,,,,,,,
InChI,"InChI=1S/C16H36N/c1-5-9-13-17(14-10-6-2,15-11-7-3)16-12-8-4/h5-16H2,1-4H3/q+1",,,,,,,,,
InChIKey,DZLFLBLQUQXARW-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,tetrabutylazanium,,,,,,,,,
PubChem ID,16028,,,,,,,,,
ChemSpider ID,15220,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.2,0.3,0.4,0.5,,,,,,
log k,1.574339825,0.946544166,0.3637993,-0.150680961,,,,,,
,,,,,,,,,,
id,131,,,,,,,,,
Names,"1-dodecanone, 1-phenyl-",1-Phenyldodecan-1-one,Dodecanophenone,Laurophenone,Phenyl undecyl ketone,,,,,
SMILES,CCCCCCCCCCCC(=O)c1ccccc1,,,,,,,,,
InChI,"InChI=1S/C18H28O/c1-2-3-4-5-6-7-8-9-13-16-18(19)17-14-11-10-12-15-17/h10-12,14-15H,2-9,13,16H2,1H3",,,,,,,,,
InChIKey,DJNJZIFFCJTUDS-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,1-Phenyldodecan-1-one,,,,,,,,,
PubChem ID,74292,,,,,,,,,
ChemSpider ID,66896,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.70266,0.80244765,0.906928,0.965,,,,,,
log k,1.58,1.14,0.7,0.45,,,,,,
,,,,,,,,,,
id,132,,,,,,,,,
Names,Tetrapentylammonium,tetrapentylazanium,Tetrapentylammonium ion,,,,,,,
SMILES,CCCCC[N+](CCCCC)(CCCCC)CCCCC,,,,,,,,,
InChI,"InChI=1S/C20H44N/c1-5-9-13-17-21(18-14-10-6-2,19-15-11-7-3)20-16-12-8-4/h5-20H2,1-4H3/q+1",,,,,,,,,
InChIKey,GJSGYPDDPQRWPK-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,tetrapentylazanium,,,,,,,,,
PubChem ID,17249,,,,,,,,,
ChemSpider ID,16328,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.3,0.4,0.5,0.6,0.7,,,,,
log k,2.177073517,1.322148221,0.641768141,0.006031965,-0.674747927,,,,,
,,,,,,,,,,
id,133,,,,,,,,,
Names,Amoil,"dipentyl benzene-1,2-dicarboxylate",Dipentyl phthalate,Diamyl Pthalate,Di-n-pentyl phthalate,Amyl phthalate,,,,
SMILES,CCCCCOC(=O)c1ccccc1C(=O)OCCCCC,,,,,,,,,
InChI,"InChI=1S/C18H26O4/c1-3-5-9-13-21-17(19)15-11-7-8-12-16(15)18(20)22-14-10-6-4-2/h7-8,11-12H,3-6,9-10,13-14H2,1-2H3",,,,,,,,,
InChIKey,IPKKHRVROFYTEK-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,"dipentyl benzene-1,2-dicarboxylate",,,,,,,,,
PubChem ID,8561,,,,,,,,,
ChemSpider ID,8243,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.6,0.7,0.8,0.9,,,,,,
log k,1.421437089,1.016539498,0.636860145,0.263108031,,,,,,
,,,,,,,,,,
id,134,,,,,,,,,
Names,Prednisone,"(8S,9S,10R,13S,14S,17R)-17-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-6,7,8,9,12,14,15,16-octahydrocyclopenta[a]phenanthrene-3,11-dione",Dehydrocortisone,Meticorten,Decortin,Deltasone,,,,
SMILES,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,,,,,,,,,
InChI,"InChI=1S/C21H26O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h5,7,9,14-15,18,22,26H,3-4,6,8,10-11H2,1-2H3/t14-,15-,18+,19-,20-,21-/m0/s1",,,,,,,,,
InChIKey,XOFYZVNMUHMLCC-ZPOLXVRWSA-N,,,,,,,,,
IUPAC Name,"(8S,9S,10R,13S,14S,17R)-17-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-6,7,8,9,12,14,15,16-octahydrocyclopenta[a]phenanthrene-3,11-dione",,,,,,,,,
PubChem ID,5865,,,,,,,,,
ChemSpider ID,5656,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.2,0.3,0.4,0.5,0.6,0.7,,,,
log k,1.23333984,0.476475943,-0.001494991,-0.310184082,-0.567064331,-0.674747927,,,,
,,,,,,,,,,
id,136,,,,,,,,,
Names,Curcumin,"(1E,6E)-1,7-bis(4-hydroxy-3-methoxyphenyl)hepta-1,6-diene-3,5-dione","1,7-Bis(4-hydroxy-3-methoxyphenyl)hepta-1,6-diene-3,5-dione",Diferuloylmethane,Natural yellow 3,Turmeric yellow,,,,
SMILES,COc1c(ccc(c1)/C=C/C(=O)CC(=O)/C=C/c2cc(c(cc2)O)OC)O,,,,,,,,,
InChI,"InChI=1S/C21H20O6/c1-26-20-11-14(5-9-18(20)24)3-7-16(22)13-17(23)8-4-15-6-10-19(25)21(12-15)27-2/h3-12,24-25H,13H2,1-2H3/b7-3+,8-4+",,,,,,,,,
InChIKey,VFLDPWHFBUODDF-FCXRPNKRSA-N,,,,,,,,,
IUPAC Name,"(1E,6E)-1,7-bis(4-hydroxy-3-methoxyphenyl)hepta-1,6-diene-3,5-dione1,7-Bis(4-hydroxy-3-methoxyphenyl)hepta-1,6-diene-3,5-dione",,,,,,,,,
PubChem ID,969516,,,,,,,,,
ChemSpider ID,839564,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.3,0.4,0.5,0.6,0.7,0.8,,,,
log k,1.882572708,1.111294856,0.598332661,0.184612024,-0.145373834,-0.462769137,,,,
,,,,,,,,,,
id,137,,,,,,,,,
Names,Acephate,Orthene,Acetamidophos,Ortran,,,,,,
SMILES,CC(=O)NP(=O)(OC)SC,,,,,,,,,
InChI,"InChI=1S/C4H10NO3PS/c1-4(6)5-9(7,8-2)10-3/h1-3H3,(H,5,6,7)",,,,,,,,,
InChIKey,YASYVMFAVPKPKE-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,N-(methoxy-methylsulfanylphosphoryl)acetamide,,,,,,,,,
PubChem ID,1982,,,,,,,,,
ChemSpider ID,1905,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.05,0.1,0.2,0.3,0.4,0.5,0.6,,,
log k,0.315753252,-0.047026178,-0.574577207,-0.839420907,-1.06694679,-1.070931171,-1.146128036,,,
,,,,,,,,,,
id,138,,,,,,,,,
Names,Azaconazole,Madurox,Azoconazole,Azoconozole,,,,,,
SMILES,c1cc(c(cc1Cl)Cl)C2(OCCO2)Cn3cncn3,,,,,,,,,
InChI,"InChI=1S/C12H11Cl2N3O2/c13-9-1-2-10(11(14)5-9)12(18-3-4-19-12)6-17-8-15-7-16-17/h1-2,5,7-8H,3-4,6H2",,,,,,,,,
InChIKey,AKNQMEBLVAMSNZ-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,"1-[[2-(2,4-dichlorophenyl)-1,3-dioxolan-2-yl]methyl]-1,2,4-triazole",,,,,,,,,
PubChem ID,43233,,,,,,,,,
ChemSpider ID,39401,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,,
log k,1.807388831,1.142438867,0.638183523,0.284662461,0.018682213,-0.191754061,-0.373901768,-0.558154506,,
,,,,,,,,,,
id,139,,,,,,,,,
Names,Azinphos-ethyl,Gusathion,Ethyl azinphos,Azinphos ethyl,Crysthion,"O,O-diethyl [(4-oxo-1,2,3-benzotriazin-3-yl)methyl]sulfanylphosphonothioate","3-(diethoxyphosphinothioylsulfanylmethyl)-1,2,3-benzotriazin-4-one",,,
SMILES,CCOP(=S)(OCC)SCn1c(=O)c2ccccc2nn1,,,,,,,,,
InChI,"InChI=1S/C12H16N3O3PS2/c1-3-17-19(20,18-4-2)21-9-15-12(16)10-7-5-6-8-11(10)13-14-15/h5-8H,3-4,9H2,1-2H3",,,,,,,,,
InChIKey,RQVGAIADHNPSME-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,"3-(diethoxyphosphinothioylsulfanylmethyl)-1,2,3-benzotriazin-4-one",,,,,,,,,
PubChem ID,17531,,,,,,,,,
ChemSpider ID,16576,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.3,0.4,0.5,0.6,0.7,,,,,
log k,2.147277557,1.48502572,0.977911435,0.587809609,0.271658051,,,,,
,,,,,,,,,,
id,147,,,,,,,,,
Names,Azinphos-methyl,Azinphosmethyl,Guthion,azinphos methyl,Azinphos,"O,O-dimethyl [(4-oxo-1,2,3-benzotriazin-3-yl)methyl]sulfanylphosphonothioate","3-(dimethoxyphosphinothioylsulfanylmethyl)-1,2,3-benzotriazin-4-one",,,
SMILES,COP(=S)(OC)SCn1c(=O)c2ccccc2nn1,,,,,,,,,
InChI,"InChI=1S/C10H12N3O3PS2/c1-15-17(18,16-2)19-7-13-10(14)8-5-3-4-6-9(8)11-12-13/h3-6H,7H2,1-2H3",,,,,,,,,
InChIKey,CJJOSEISRRTUQB-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,"3-(dimethoxyphosphinothioylsulfanylmethyl)-1,2,3-benzotriazin-4-one",,,,,,,,,
PubChem ID,2268,,,,,,,,,
ChemSpider ID,2181,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.3,0.4,0.5,0.6,0.7,,,,,
log k,1.616033062,1.062159724,0.631943884,0.293811639,0.004707845,,,,,
,,,,,,,,,,
id,140,,,,,,,,,
Names,Buprofezin,Applaud,Buprofenzin,Buprofezine,,,,,,
SMILES,CC(C)N1C(=NC(C)(C)C)SCN(C1=O)c2ccccc2,,,,,,,,,
InChI,"InChI=1S/C16H23N3OS/c1-12(2)19-14(17-16(3,4)5)21-11-18(15(19)20)13-9-7-6-8-10-13/h6-10,12H,11H2,1-5H3",,,,,,,,,
InChIKey,PRLVTUNWOQKEAI-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,"2-tert-butylimino-5-phenyl-3-propan-2-yl-1,3,5-thiadiazinan-4-one",,,,,,,,,
PubChem ID,50367,,,,,,,,,
ChemSpider ID,21864735,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.3,0.4,0.5,0.6,0.7,0.8,0.9,,,
log k,1.678398564,1.283208894,0.969951779,0.719931984,0.505371802,0.297484715,0.059289425,,,
,,,,,,,,,,
id,153,,,,,,,,,
Names,Cycloate,Hexylthiocarbam,Etsan,Eurex,Ronit,,,,,
SMILES,CCN(C1CCCCC1)C(=O)SCC,,,,,,,,,
InChI,"InChI=1S/C11H21NOS/c1-3-12(11(13)14-4-2)10-8-6-5-7-9-10/h10H,3-9H2,1-2H3",,,,,,,,,
InChIKey,DFCAFRGABIXSDS-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,S-ethyl (cyclohexyl-ethylamino)methanethioate,,,,,,,,,
PubChem ID,14337,,,,,,,,,
ChemSpider ID,13698,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.4,0.5,0.6,0.7,0.8,0.9,,,,
log k,1.698792705,1.253152052,0.901296614,0.619741421,0.361881324,0.110553894,,,,
,,,,,,,,,,
id,141,,,,,,,,,
Names,Cymiazol,Cymiazole,Besuntol,Tifatol,Xymiazol,"N-(2,4-dimethylphenyl)-3-methyl-1,3-thiazol-2-imine",,,,
SMILES,Cc1ccc(c(c1)C)/N=c\2/n(ccs2)C,,,,,,,,,
InChI,"InChI=1S/C12H14N2S/c1-9-4-5-11(10(2)8-9)13-12-14(3)6-7-15-12/h4-8H,1-3H3",,,,,,,,,
InChIKey,YUAUPYJCVKNAEC-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,"N-(2,4-dimethylphenyl)-3-methyl-1,3-thiazol-2-imine",,,,,,,,,
PubChem ID,43714,,,,,,,,,
ChemSpider ID,24541194,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.05,0.1,0.2,0.3,0.4,0.5,,,,
log k,1.955770664,1.443776266,0.568614411,-0.059955603,-0.664890215,-1.283539264,,,,
,,,,,,,,,,
id,142,,,,,,,,,
Names,Cyproconazole,Atemi,Alto,Atemi C,,,,,,
SMILES,CC(C1CC1)C(Cn2cncn2)(c3ccc(cc3)Cl)O,,,,,,,,,
InChI,"InChI=1S/C15H18ClN3O/c1-11(12-2-3-12)15(20,8-19-10-17-9-18-19)13-4-6-14(16)7-5-13/h4-7,9-12,20H,2-3,8H2,1H3",,,,,,,,,
InChIKey,UFNOUKDBUJZYDE-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,"2-(4-chlorophenyl)-3-cyclopropyl-1-(1,2,4-triazol-1-yl)butan-2-ol",,,,,,,,,
PubChem ID,86132,,,,,,,,,
ChemSpider ID,77706,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.3,0.4,0.5,0.6,0.7,0.8,,,,
log k,1.626205254,1.013439158,0.58538346,0.269487285,0.02192124,-0.181420093,,,,
,,,,,,,,,,
id,143,,,,,,,,,
Names,Diflufenican,Diflufenicanil,"N-(2,4-Difluorophenyl)-2-(3-(trifluoromethyl)phenoxy)nicotinamide",,,,,,,
SMILES,c1cc(cc(c1)Oc2c(cccn2)C(=O)Nc3ccc(cc3F)F)C(F)(F)F,,,,,,,,,
InChI,"InChI=1S/C19H11F5N2O2/c20-12-6-7-16(15(21)10-12)26-17(27)14-5-2-8-25-18(14)28-13-4-1-3-11(9-13)19(22,23)24/h1-10H,(H,26,27)",,,,,,,,,
InChIKey,WYEHFWKAOXOVJD-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,"N-(2,4-difluorophenyl)-2-[3-(trifluoromethyl)phenoxy]pyridine-3-carboxamide",,,,,,,,,
PubChem ID,91735,,,,,,,,,
ChemSpider ID,82834,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.4,0.5,0.6,0.7,0.8,,,,,
log k,2.034489308,1.408332912,0.934997608,0.552605231,0.204561115,,,,,
,,,,,,,,,,
id,144,,,,,,,,,
Names,Dimethachlor,Dimethachlore,Teridox,,,,,,,
SMILES,Cc1cccc(c1N(CCOC)C(=O)CCl)C,,,,,,,,,
InChI,"InChI=1S/C13H18ClNO2/c1-10-5-4-6-11(2)13(10)15(7-8-17-3)12(16)9-14/h4-6H,7-9H2,1-3H3",,,,,,,,,
InChIKey,SCCDDNKJYDZXMM-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,"2-Chloro-N-(2,6-dimethylphenyl)-N-(2-methoxyethyl)acetamide",,,,,,,,,
PubChem ID,39722,,,,,,,,,
ChemSpider ID,36319,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.2,0.3,0.4,0.5,0.6,0.7,0.8,,,
log k,1.921438109,1.322273714,0.851133498,0.492702997,0.216325439,-0.02059802,-0.257396199,,,
,,,,,,,,,,
id,330,,,,,,,,,
Names,Dimoxystrobin,"2-[2-(2,5-dimethylphenoxymethyl)phenyl]-2-(methoxyimino)-N-methylacetamide","2-[2-[(2,5-dimethylphenoxy)methyl]phenyl]-2-methoxyimino-N-methylacetamide",,,,,,,
SMILES,Cc1ccc(c(c1)OCc2ccccc2/C(=N\OC)/C(=O)NC)C,,,,,,,,,
InChI,"InChI=1S/C19H22N2O3/c1-13-9-10-14(2)17(11-13)24-12-15-7-5-6-8-16(15)18(21-23-4)19(22)20-3/h5-11H,12H2,1-4H3,(H,20,22)",,,,,,,,,
InChIKey,WXUZAHCNPWONDH-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,"(2E)-2-{2-[(2,5-Dimethylphenoxy)methyl]phenyl}-2-(methoxyimino)-N-methylacetamide",,,,,,,,,
PubChem ID,54455346,,,,,,,,,
ChemSpider ID,28467587,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.3,0.4,0.5,0.6,0.7,0.8,,,,
log k,2.166671555,1.472308584,0.958714388,0.568910566,0.252237775,-0.03300026,,,,
,,,,,,,,,,
id,145,,,,,,,,,
Names,Disulfoton,Thiodemeton,Di-syston,Disulfaton,Dithiodemeton,"O,O-diethyl [2-(ethylsulfanyl)ethyl]sulfanylphosphonothioate",diethoxy-(2-ethylsulfanylethylsulfanyl)-sulfanylidenephosphorane,,,
SMILES,CCOP(=S)(OCC)SCCSCC,,,,,,,,,
InChI,"InChI=1S/C8H19O2PS3/c1-4-9-11(12,10-5-2)14-8-7-13-6-3/h4-8H2,1-3H3",,,,,,,,,
InChIKey,DOFZAZXDOSGAJZ-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,diethoxy-(2-ethylsulfanylethylsulfanyl)-sulfanylidenephosphorane,,,,,,,,,
PubChem ID,3118,,,,,,,,,
ChemSpider ID,3006,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.4,0.5,0.6,0.7,0.8,0.9,,,,
log k,1.800127672,1.251354831,0.812362338,0.463498355,0.14054381,-0.274157849,,,,
,,,,,,,,,,
id,146,,,,,,,,,
Names,Fenamiphos,Phenamiphos,Nemacur,Methaphenamiphos,Nemacur P,,,,,
SMILES,CCOP(=O)(NC(C)C)Oc1ccc(c(c1)C)SC,,,,,,,,,
InChI,"InChI=1S/C13H22NO3PS/c1-6-16-18(15,14-10(2)3)17-12-7-8-13(19-5)11(4)9-12/h7-10H,6H2,1-5H3,(H,14,15)",,,,,,,,,
InChIKey,ZCJPOPBZHLUFHF-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,N-[ethoxy-(3-methyl-4-methylsulfanylphenoxy)phosphoryl]propan-2-amine,,,,,,,,,
PubChem ID,31070,,,,,,,,,
ChemSpider ID,28827,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.3,0.4,0.5,0.6,0.7,0.8,,,,
log k,1.824725132,1.149281967,0.674747927,0.325389342,0.057547959,-0.181420093,,,,
,,,,,,,,,,
id,331,,,,,,,,,
Names,Flufenacet,Fluthiamid,Thiafluamide,Fluthiamide,"N-(4-fluorophenyl)-N-propan-2-yl-2-[[5-(trifluoromethyl)-1,3,4-thiadiazol-2-yl]oxy]acetamide",,,,,
SMILES,CC(C)N(c1ccc(cc1)F)C(=O)COc2nnc(s2)C(F)(F)F,,,,,,,,,
InChI,"InChI=1S/C14H13F4N3O2S/c1-8(2)21(10-5-3-9(15)4-6-10)11(22)7-23-13-20-19-12(24-13)14(16,17)18/h3-6,8H,7H2,1-2H3",,,,,,,,,
InChIKey,IANUJLZYFUDJIH-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,"N-(4-fluorophenyl)-N-propan-2-yl-2-[[5-(trifluoromethyl)-1,3,4-thiadiazol-2-yl]oxy]acetamide",,,,,,,,,
PubChem ID,86429,,,,,,,,,
ChemSpider ID,77944,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.3,0.4,0.5,0.6,0.7,0.8,,,,
log k,2.109693974,1.462886724,0.964563123,0.569875308,0.240154614,-0.056481356,,,,
,,,,,,,,,,
id,332,,,,,,,,,
Names,Fluopicolide,"2,6-dichloro-N-{[3-chloro-5-(trifluoromethyl)pyridin-2-yl]methyl}benzamide",,,,,,,,
SMILES,C1=CC(=C(C(=C1)Cl)C(=O)NCC2=C(C=C(C=N2)C(F)(F)F)Cl)Cl,,,,,,,,,
InChI,"InChI=1S/C14H8Cl3F3N2O/c15-8-2-1-3-9(16)12(8)13(23)22-6-11-10(17)4-7(5-21-11)14(18,19)20/h1-5H,6H2,(H,22,23)",,,,,,,,,
InChIKey,GBOYJIHYACSLGN-UHFFFAOYSA-N,,,,,,,,,
IUPAC Name,"2,6-dichloro-N-[[3-chloro-5-(trifluoromethyl)pyridin-2-yl]methyl]benzamide",,,,,,,,,
PubChem ID,11159021,,,,,,,,,
ChemSpider ID,9334122,,,,,,,,,
Retention Data,,,,,,,,,,
concentration,0.3,0.4,0.5,0.6,0.7,0.8,,,,
log k,1.91517759,1.309021486,0.830404089,0.449622482,0.136901921,-0.140515105,,,,
,,,,,,,,,,
id,333,,,,,,,,,
Names,Fosthiazate,Nemathorin,,,,,,,,
SMILES,CCC(C)SP(=O)(N1CCSC1=O)OCC,,,,,,,,,
InChI,"InChI=1S/C9H18NO3PS2/c1-4-8(3)16-14(12,13-5-2)10-6-7-15-9(10)11/h8H,4-7H2,1-3H3",,,,,,,,,
